train_loss,train_acc,train_cls_loss,train_exp_loss,val_loss,val_acc,val_cls_loss,val_exp_loss
1.4484477043151855,0.7621924877166748,0.5104411840438843,0.9380064606666565,1.2249491214752197,0.8349514603614807,0.3973512351512909,0.827597975730896
1.2910929918289185,0.8241934776306152,0.4005475640296936,0.8905458450317383,1.2766798734664917,0.7961164712905884,0.4883995056152344,0.7882804274559021
1.3000577688217163,0.8431239724159241,0.37526383996009827,0.9247938990592957,1.180286169052124,0.873786449432373,0.30857813358306885,0.8717077970504761
1.1959481239318848,0.8795737028121948,0.2939857244491577,0.9019624590873718,1.2462501525878906,0.8786407709121704,0.3218822777271271,0.9243677854537964
1.1482545137405396,0.8838199377059937,0.2976658046245575,0.8505886793136597,1.232030987739563,0.8155339956283569,0.4108503758907318,0.8211806416511536
1.1675876379013062,0.8625198602676392,0.3423464596271515,0.8252415060997009,1.1684114933013916,0.893203854560852,0.27399343252182007,0.8944181203842163
1.042198657989502,0.8923366069793701,0.2841661870479584,0.7580326795578003,1.048051357269287,0.893203854560852,0.24751737713813782,0.8005338311195374
1.038429617881775,0.8947605490684509,0.2901122272014618,0.748317539691925,1.1196991205215454,0.8834951519966125,0.2836889326572418,0.8360101580619812
0.9702709913253784,0.9270009398460388,0.2113177627325058,0.7589534521102905,1.049958348274231,0.9029126167297363,0.1994577944278717,0.8505004644393921
1.0703437328338623,0.9014718532562256,0.24788300693035126,0.8224610686302185,1.1893742084503174,0.8834950923919678,0.2968680262565613,0.8925061225891113
0.9855803847312927,0.9312652349472046,0.19391898810863495,0.7916613817214966,1.1266504526138306,0.917475700378418,0.2465246468782425,0.8801257610321045
0.922924280166626,0.9391727447509766,0.17678870260715485,0.746135413646698,1.1152433156967163,0.9077669978141785,0.22311630845069885,0.8921268582344055
0.8733445405960083,0.9464571475982666,0.16572220623493195,0.707622230052948,1.1719465255737305,0.873786449432373,0.31214645504951477,0.8597999215126038
0.8592835664749146,0.9641126394271851,0.11950798332691193,0.7397759556770325,1.4417165517807007,0.7864077687263489,0.5641660094261169,0.8775507211685181
0.9953274726867676,0.9440208673477173,0.18947412073612213,0.8058528304100037,1.2323617935180664,0.8883495330810547,0.3374481201171875,0.8949134349822998
0.9427121877670288,0.942857563495636,0.16238394379615784,0.780328094959259,1.3765195608139038,0.8155339956283569,0.5130762457847595,0.8634433150291443
0.9503424167633057,0.9525337219238281,0.16802598536014557,0.7823160290718079,1.2082124948501587,0.9029126167297363,0.25325149297714233,0.9549611806869507
0.9576564431190491,0.9416086673736572,0.17278306186199188,0.7848735451698303,1.2653400897979736,0.8786407709121704,0.2704986035823822,0.9948413968086243
0.9399341344833374,0.9549878835678101,0.13860103487968445,0.8013327121734619,1.4598478078842163,0.8543689250946045,0.4700140357017517,0.9898334741592407
0.8682243824005127,0.970802903175354,0.09689689427614212,0.771327555179596,1.182536005973816,0.9126213788986206,0.226197749376297,0.9563382863998413
0.8637863397598267,0.9817532896995544,0.07991122454404831,0.7838748693466187,1.205899953842163,0.9126213788986206,0.23887650668621063,0.9670233130455017
0.8225846886634827,0.9914870858192444,0.05380074679851532,0.7687842845916748,1.2352604866027832,0.8980582356452942,0.24396154284477234,0.9912990927696228
0.8700125217437744,0.9768631458282471,0.08088758587837219,0.7891244292259216,1.274644374847412,0.8883495330810547,0.28182893991470337,0.9928156137466431
0.8519223928451538,0.9787206649780273,0.07775239646434784,0.7741700410842896,1.2605998516082764,0.8980582356452942,0.2756342589855194,0.9849655628204346
0.8564552664756775,0.9853999614715576,0.06776932626962662,0.7886859178543091,1.2572427988052368,0.9077669978141785,0.2718082666397095,0.9854345321655273
0.8331941962242126,0.9829713106155396,0.07724496722221375,0.7559493780136108,1.2099881172180176,0.9126213788986206,0.2558744549751282,0.9541136622428894
0.7936691045761108,0.9884442090988159,0.0566476434469223,0.7370215654373169,1.2129809856414795,0.9029126167297363,0.2551118731498718,0.9578690528869629
0.8331540822982788,0.9762766361236572,0.07986117899417877,0.753292977809906,1.2597707509994507,0.898058295249939,0.2737252414226532,0.9860454201698303
0.8200318217277527,0.9823466539382935,0.07372152805328369,0.7463107109069824,1.3106120824813843,0.8834951519966125,0.3286547362804413,0.9819573760032654
0.8238536715507507,0.9841891527175903,0.06700723618268967,0.75684654712677,1.2242488861083984,0.8883495330810547,0.26227325201034546,0.961975634098053
0.8045269846916199,0.9714218974113464,0.091017946600914,0.713509202003479,1.2691277265548706,0.9029126167297363,0.30543264746665955,0.9636951088905334
0.8002963662147522,0.9817694425582886,0.0671778991818428,0.7331184148788452,1.2633100748062134,0.893203854560852,0.31008315086364746,0.9532269239425659
0.7687113881111145,0.9902676343917847,0.04887297749519348,0.719838559627533,1.2844281196594238,0.8834951519966125,0.33312880992889404,0.9512993693351746
0.7622947096824646,0.9926992654800415,0.04293061047792435,0.7193642854690552,1.2300010919570923,0.8883495330810547,0.2709959149360657,0.9590050578117371
0.7702259421348572,0.9835758805274963,0.06809741258621216,0.7021285891532898,1.2593382596969604,0.873786449432373,0.2953190207481384,0.9640194177627563
0.7701889872550964,0.9884427785873413,0.057249996811151505,0.7129389643669128,1.274176836013794,0.8980582356452942,0.29547038674354553,0.9787064790725708
0.7705199122428894,0.9884427785873413,0.05232992768287659,0.7181897163391113,1.227282166481018,0.8980582356452942,0.27195703983306885,0.9553251266479492
0.7515035271644592,0.9951338171958923,0.0337718166410923,0.7177320122718811,1.2288765907287598,0.893203854560852,0.2605956494808197,0.9682809114456177
0.7411994934082031,0.9939202070236206,0.033934030681848526,0.7072651982307434,1.2699660062789917,0.893203854560852,0.30796343088150024,0.9620027542114258
0.7091273665428162,0.9957443475723267,0.026589777320623398,0.6825374960899353,1.237352728843689,0.8883495330810547,0.2890164852142334,0.9483359456062317
0.7327139973640442,0.996353268623352,0.03245336189866066,0.7002606391906738,1.2429320812225342,0.893203854560852,0.27718472480773926,0.9657472968101501
0.7536460161209106,0.9963504076004028,0.032164908945560455,0.7214812636375427,1.2566215991973877,0.8786407709121704,0.28888314962387085,0.9677383303642273
0.7285239696502686,0.9975669384002686,0.026288002729415894,0.7022360563278198,1.2399120330810547,0.8786407709121704,0.27292361855506897,0.9669884443283081
0.72701096534729,0.9939216375350952,0.031383346766233444,0.6956279277801514,1.2412493228912354,0.893203854560852,0.28305909037590027,0.9581902623176575
0.7308633327484131,0.9902557134628296,0.04068439081311226,0.6901789903640747,1.247515082359314,0.9029126167297363,0.28315991163253784,0.9643552303314209
0.7370721101760864,0.992092490196228,0.03455282375216484,0.7025194764137268,1.2355815172195435,0.8737863898277283,0.2942928671836853,0.9412887692451477
0.7131054997444153,0.9927051067352295,0.036705292761325836,0.6764001250267029,1.2258021831512451,0.893203854560852,0.27795830368995667,0.9478437304496765
0.7200415134429932,0.991479754447937,0.035433437675237656,0.6846078634262085,1.2640489339828491,0.893203854560852,0.31644266843795776,0.9476062059402466
0.7107203602790833,0.9963504076004028,0.029792821034789085,0.6809278130531311,1.1964808702468872,0.893203854560852,0.2595011293888092,0.9369798898696899
0.7057763338088989,0.9969512224197388,0.028078356757760048,0.6776980757713318,1.209128499031067,0.898058295249939,0.27800247073173523,0.931125819683075
0.6897447109222412,0.9987834692001343,0.022703906521201134,0.6670409440994263,1.2065070867538452,0.898058295249939,0.2847174108028412,0.9217895865440369
0.6861205697059631,0.9981774091720581,0.024961404502391815,0.6611592173576355,1.2660505771636963,0.8883495330810547,0.343569815158844,0.922480583190918
0.6781128644943237,0.9951308369636536,0.027987055480480194,0.6501258611679077,1.2152900695800781,0.893203854560852,0.28414207696914673,0.9311478734016418
0.6716248393058777,0.9975639581680298,0.02581697329878807,0.6458080410957336,1.227942705154419,0.9029126167297363,0.30908969044685364,0.9188529253005981
0.6990111470222473,0.9914811849594116,0.030957404524087906,0.6680538654327393,1.2391796112060547,0.8786407709121704,0.3124264180660248,0.9267531633377075
0.6726086139678955,0.9969586133956909,0.025466909632086754,0.6471415758132935,1.2543151378631592,0.8786407709121704,0.3193970024585724,0.9349181056022644
0.6831053495407104,0.992092490196228,0.03640478849411011,0.6467006206512451,1.2659350633621216,0.8737863898277283,0.3367784023284912,0.9291566014289856
